Justin Timberlake,Filthy,Filthy,1/10/18 3:56
The Script,The Script,The End Where I Begin,1/10/18 0:47
The Script,The Script,We Cry,1/10/18 0:43
The Script,The Script,I'm Yours,1/10/18 0:39
The Script,Science & Faith,Walk Away,1/10/18 0:35
The Script,Science & Faith,Nothing,1/10/18 0:30
The Script,The Script,Fall for Anything,1/10/18 0:26
The Script,Science & Faith,Exit Wounds,1/10/18 0:21
The Script,Science & Faith,Dead Man Walking,1/10/18 0:18
The Script,The Script,Rusty Halo,1/10/18 0:14
The Script,Science & Faith,Science & Faith,1/10/18 0:10
The Script,Science & Faith,Bullet From a Gun,1/10/18 0:06
The Script,Science & Faith,You Won't Feel a Thing,1/10/18 0:02
Vince Staples,Big Fish Theory,745,12/20/17 18:12
Vince Staples,Big Fish Theory,Big Fish,12/20/17 18:09
Tyler the Creator,Flower Boy,911 / Mr. Lonely,12/20/17 18:04
Tyler the Creator,Flower Boy,I Ain't Got Time!,12/20/17 18:01
Tyler the Creator,Flower Boy,Glitter,12/20/17 17:57
Tyler the Creator,Flower Boy,Where This Flower Blooms,12/20/17 17:54
Tyler the Creator,Flower Boy,Boredom,12/20/17 17:48
Tyler the Creator,Flower Boy,911 / Mr. Lonely,12/20/17 17:32
Tyler the Creator,Flower Boy,Who Dat Boy,12/20/17 17:29
Tyler the Creator,Flower Boy,See You Again,12/20/17 17:26
Rae Sremmurd,SremmLife,Unlock the Swag,12/20/17 17:19
Rae Sremmurd,SremmLife,Lit Like Bic,12/20/17 17:15
Post Malone,Stoney (Deluxe),Big Lie,12/20/17 17:05
Vince Staples,Big Fish Theory,Big Fish,12/20/17 17:01
Vince Staples,Big Fish Theory,BagBak,12/20/17 16:58
Vince Staples,Big Fish Theory,Party People,12/20/17 16:55
Vince Staples,Big Fish Theory,SAMO,12/20/17 16:52
Vince Staples,Big Fish Theory,Homage,12/20/17 16:49
Vince Staples,Big Fish Theory,Yeah Right,12/20/17 16:46
Vince Staples,Big Fish Theory,Ramona Park Is Yankee Stadium,12/20/17 16:45
Vince Staples,Big Fish Theory,745,12/20/17 16:41
Vince Staples,Big Fish Theory,Big Fish,12/20/17 16:37
Vince Staples,Big Fish Theory,Crabs In A Bucket,12/20/17 16:34
SZA,Ctrl,Love Galore,12/20/17 16:28
Phoenix,Ti Amo,Lovelife,12/17/17 4:57
Phoenix,Ti Amo,Fior Di Latte,12/17/17 4:53
The Lagoons,California,California,12/16/17 0:16
Coin,How Will You Know If You Never Try,Are We Alone?,12/16/17 0:13
Beach House,B-Sides and Rarities,Equal Mind,12/16/17 0:09
Hunny,Shy,Shy,12/16/17 0:07
The Growlers,City Club,Dope on a Rope,12/16/17 0:03
Alvvays,Antisocialites,Plimsoll Punks,12/15/17 23:58
Grouplove,Little Mess EP,Torso,12/15/17 23:53
Beach Fossils,What a Pleasure,Adversity,12/15/17 23:49
Passion Pit,Tremendous Sea of Love,I'm Perfect,12/15/17 23:46
Night Moves,Pennied Days,Border On Border,12/15/17 23:43
Day Wave,The Days We Had,Promises,12/15/17 23:39
Local Natives,Sunlit Youth,Sea Of Years,12/15/17 23:34
Coin,How Will You Know If You Never Try,Boyfriend,12/15/17 23:31
Hippo Campus,South - Single,South,12/15/17 23:27
Beach Fossils,Somersault,Sugar,12/15/17 23:24
Night Moves,Pennied Days,Hiding In The Melody,12/15/17 23:17
Jay Som,Turn Into,Peach Boy,12/15/17 23:13
Local Natives,Sunlit Youth,Dark Days,12/15/17 23:10
Dan Croll,Emerging Adulthood,Sometimes When I'm Lonely,12/15/17 23:07
TV Girl,Who Really Cares,Cigarettes out the Window,12/15/17 23:03
Rainbow Kitten Surprise,RKS,All's Well That Ends,12/15/17 23:00
The Walters,Young Men,I Haven't Been True,12/15/17 22:56
Coin,Malibu 1992,Malibu 1992,12/15/17 22:51
Grouplove,Big Mess,Good Morning,12/15/17 22:47
The Wombats,Glitterbug (Deluxe Version),Pink Lemonade,12/15/17 22:43
The Growlers,Chinese Fountain,Rare Hearts,12/15/17 22:38
The Growlers,City Club,I'll Be Around,12/15/17 22:34
STRFKR,Being No One Going Nowhere,Open Your Eyes,12/15/17 22:30
Real Estate,In Mind,Serve The Song,12/15/17 22:27
Cage the Elephant,Melophobia,Telescope,12/15/17 22:23
Two Door Cinema Club,Gameshow (Deluxe Edition),Invincible,12/15/17 22:18
Flor,come out. you're hiding,spoiled,12/15/17 22:14
The Growlers,City Club,Night Ride,12/15/17 22:09
Two Door Cinema Club,Gameshow (Deluxe Edition),Lavender,12/15/17 20:25
Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,12/15/17 20:22
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),505,12/15/17 20:18
The Neighbourhood,Wiped Out!,R.I.P. 2 My Youth,12/15/17 20:14
Arctic Monkeys,AM,R U Mine?,12/15/17 20:11
Tame Impala,Currents,The Less I Know the Better,12/15/17 20:07
Foster the People,Sit Next to Me,Sit Next to Me,12/15/17 20:03
Arctic Monkeys,AM,Do I Wanna Know?,12/15/17 19:58
Arctic Monkeys,AM,Knee Socks,12/15/17 19:54
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),Fluorescent Adolescent,12/15/17 19:51
Arctic Monkeys,AM,Snap Out of It,12/15/17 19:47
The Neighbourhood,Hard - EP,24/7,12/15/17 19:43
Arctic Monkeys,AM,Arabella,12/15/17 19:40
RAC,EGO,Fever,12/15/17 19:34
Cage the Elephant,Tell Me I'm Pretty,Sweetie Little Jean,12/15/17 19:30
Mac DeMarco,Salad Days,Let Her Go,12/15/17 19:27
Young the Giant,Home of the Strange,Amerika,12/15/17 19:23
Beach House,Depression Cherry,Space Song,12/15/17 19:17
Coin,Malibu 1992,Malibu 1992,12/15/17 19:12
Glass Animals,How to Be a Human Being,Poplar St,12/15/17 19:07
Local Natives,I Saw You Close Your Eyes,I Saw You Close Your Eyes,12/15/17 19:04
Ra Ra Riot,Need Your Light,Bad Times,12/15/17 18:59
Grouplove,Big Mess,Good Morning,12/15/17 18:55
The Growlers,Chinese Fountain,Rare Hearts,12/15/17 18:50
The Wombats,Glitterbug (Deluxe Version),Pink Lemonade,12/15/17 18:47
Real Estate,In Mind,Serve The Song,12/15/17 18:43
STRFKR,Being No One Going Nowhere,Open Your Eyes,12/15/17 18:39
Cage the Elephant,Melophobia,Telescope,12/15/17 18:36
Two Door Cinema Club,Gameshow (Deluxe Edition),Invincible,12/15/17 18:31
The Growlers,City Club,I'll Be Around,12/15/17 18:26
Dewaldo,Dewaldo,husk,12/8/17 23:20
emune,THERAPY SESSIONS VOL. 1,Segundo Barrio Jazz,12/8/17 23:15
jazzinuf,The Harlem Barber Swing,MILKSHAKE,12/8/17 23:11
Swarvy,Scotch,Cherokee,12/8/17 23:08
emune,Raw Flips 2 (Instrumentals),How U Get in Dem Jeans - Instrumental,12/8/17 23:06
Saiko,In Space,first pizza slice,12/8/17 23:04
Natty Reeves,Canoe,Canoe,12/7/17 4:58
bluntone,Tales of 16 Pads,Sunny Side Up,12/7/17 4:56
Saiko,In Space,kthxbye,12/7/17 4:54
Burbank,Bedroom,lemonade,12/7/17 4:52
quickly quickly,Quickly Quickly Vol. 1,Hushed,12/7/17 4:49
Kazumi Kaneda,Hard Light,Ink Ribbon,12/7/17 4:46
bluntone,Joyful Journey,Pueblo,12/7/17 4:45
ØDYSSEE,Mezzanine,MILANO,12/7/17 4:43
Maple Syrup,Vacation,Paris,12/7/17 4:40
Space Gang,Return Of The Goon,Roach Clip,12/7/17 4:37
[bsd.u],Lighter,Memories of You,12/7/17 4:35
jazzinuf,The Harlem Barber Swing,Espresso,12/7/17 4:34
Saib,Buena Vista,Sakura Trees,12/7/17 4:32
Mittens (卿ミトン,radio.wavs//volume.1,Warmth,12/7/17 4:31
Craneuhm.,Dark Dreams of Doubt,Latenightcircus,12/7/17 4:29
TESK,Spotless Minds,Green Stamps,12/7/17 4:26
mujo,Autumn Joints,Canelloni,12/7/17 4:24
Pabzzz,Pabzzz,Delight,12/7/17 4:20
Guru Griff,radio.wavs//volume.1,SPSP,12/7/17 4:19
mujo,Lagoon,Tropical,12/7/17 4:17
ØDYSSEE,Mezzanine,THOSE THINGS,12/7/17 4:15
Sweeps,from past to future,you'll do just fine,12/7/17 4:13
Devaloop,From The Bits To The Cosmos,No Sides,12/7/17 4:10
bluntone,Joyful Journey,New Dawn,12/7/17 4:07
sleepdealer,yerba,Astoria,12/7/17 4:05
mt. fujitive,Beat Batch 2016,home,12/7/17 4:04
Flitz&Suppe,The Gradual Immersion,Dklkl,12/7/17 4:02
otesla,O2,Cory,12/7/17 4:00
Smog,the end of silence EP,maplean,12/7/17 3:59
Freddie Joachim,Trouvaille,Breeze,12/7/17 3:56
ROOK1E,Cozy Autumn.,Cozy Autumn.,12/7/17 3:54
TIDES.,oldsoul.,spices,12/7/17 3:53
otesla,Seeds A,Go for Yours,12/7/17 3:50
wuf,Days / Winterwarm,bacon,12/7/17 3:48
Don Philippe,Red Flower,Ferroweld,12/7/17 3:47
Made in M,Nest,Old Roots New Trees,12/7/17 3:45
FloFilz,Chillhop Essentials Fall 2017,Lucie,12/7/17 3:42
TOSHIKI HAYASHI(%C),THREE,Atlantis,12/7/17 3:40
Guru Griff,Apex,Slow it Down,12/7/17 3:38
walterwarm,Smoke Signals,Mountain Top,12/7/17 3:37
Bassti,Expedition Vol. 18 - Girl,Der Dritte,12/7/17 3:36
Saiko,In Space,first pizza slice,12/7/17 3:34
sleepdealer,homesick,real shit,12/7/17 3:32
Ian Ewing,Boosh Vol. 1,Untitled 6-24,12/7/17 3:30
GurtyBeats,One Day at a Time,Spilled Beans,12/7/17 3:27
kiefer,Kickinit Alone,Happysad Sunday,12/7/17 3:24
Joey Pecoraro,Tired Boy,Finding Parking,12/7/17 3:21
BROCKBEATS,Lunch time sleeps,tremolo,12/7/17 3:19
fushou.,sleep.,dusty.,12/7/17 3:16
nohidea,osho,haiku,12/7/17 3:14
emune,sorry,Bonfire,12/7/17 3:13
Emerld,BLESS Vol. 1,Cashews,12/7/17 3:11
Kendall Miles,Daydreams,24/7,12/7/17 3:09
[bsd.u],late night bumps Vol. 4,Night On The Beach,12/7/17 3:06
slowy,Dialog (Instrumentals),Showdown - Instrumental,12/7/17 3:04
The Jazz Jousters,Locations: USA,Let's Get Free,12/7/17 3:01
DRWN.,Expedition Vol. 17 - Views,Coffee,12/7/17 2:59
Wush,For Her,Roses,12/7/17 2:58
mujo,Qin Dynasty,Dancing Dragonz,12/7/17 2:56
Flavors,Beat Batch #1,evening stroll,12/7/17 2:55
Bluetech,Cosmic Dubs,Somatic Serenade,12/5/17 0:20
Emancipator,safe in the steep cliffs,Greenland,12/5/17 0:17
J-Walk,A Night On The Rocks,French Letter,12/5/17 0:12
DJ Cam,Underground Vibes,Mad Blunted Jazz,12/5/17 0:07
Wax Tailor,Tales of the Forgotten Melodies,Que Sera,12/5/17 0:04
TM Juke,Renommee Recommends...,Marbles & Drains,12/4/17 23:59
Lamb,Between Darkness and Wonder,Angelica,12/4/17 23:56
J-Walk,OFF BEAT,Yesterday's Crowd,12/4/17 23:51
Pretty Lights,Taking Up Your Precious Time,Finally Moving,12/4/17 23:46
Mexican Institute of Sound,Méjico Máxico,Dub-A El Tiempo Es Muy Largo,12/4/17 23:42
Kodomo,Still Life,Concept 16,12/4/17 23:32
The xx,xx,Intro,12/4/17 23:29
Satin Jackets,PRDS Collections pres. Satin Jackets,Girl Forever,12/4/17 23:22
Kid Koala,Some Of My Best Friends Are DJs,Skanky Panky,12/4/17 23:19
Little People,Mickey Mouse Operation,Start Shootin',12/4/17 23:15
Nightmares on Wax,Carboot Soul,Les Nuits,12/4/17 23:09
Emancipator,Dusk to dawn,Dusk To Dawn,12/4/17 23:03
Yppah,Eighty One,Some Have Said,12/4/17 22:59
Nightmares on Wax,Thought So…,Da Feelin,12/4/17 22:54
RJD2,Deadringer: Deluxe,Ghostwriter,12/4/17 22:49
BoomBox,Visions of Backbeat,Midnight on the Run,12/4/17 22:39
Cashmere Cat,Mirror Maru EP,Mirror Maru,12/4/17 22:33
Ancient Astronauts,We Are To Answer,I Came Running,12/4/17 22:29
The Strokes,First Impressions of Earth,Ask Me Anything,12/4/17 22:25
The Strokes,Room on Fire,Reptilia,12/4/17 22:21
The Strokes,Room on Fire,What Ever Happened?,12/4/17 22:19
The Strokes,Comedown Machine,Slow Animals,12/4/17 20:50
The Strokes,All the Time,All the Time,12/4/17 20:47
The Strokes,Is This It,Is This It,12/4/17 20:45
The Strokes,Room on Fire,Reptilia,12/4/17 20:41
The Strokes,Room on Fire,Meet Me in the Bathroom,12/4/17 20:38
The Strokes,Room on Fire,12:51,12/4/17 20:36
The Strokes,Room on Fire,Between Love & Hate,12/4/17 20:32
The Strokes,Angles,Machu Picchu,12/4/17 20:29
The Strokes,Comedown Machine,Chances,12/4/17 20:25
The Strokes,Comedown Machine,Call It Fate Call It Karma,12/4/17 20:22
The Strokes,Comedown Machine,Happy Ending,12/4/17 20:19
The Strokes,Comedown Machine,Chances,12/4/17 20:15
The Strokes,Comedown Machine,Partners in Crime,12/4/17 20:12
The Strokes,Comedown Machine,Slow Animals,12/4/17 20:08
The Strokes,Comedown Machine,50/50,12/4/17 20:05
The Strokes,Comedown Machine,80's Comedown Machine,12/4/17 20:00
The Strokes,Comedown Machine,Tap Out,12/4/17 19:56
Bad Suns,Language & Perspective,We Move Like the Ocean,12/1/17 20:36
The 1975,I like it when you sleep for you are so beautiful yet so unaware of it,UGH!,12/1/17 20:33
Sundara Karma,Youth Is Only Ever Fun In Retrospect,Olympia,12/1/17 20:26
Arctic Monkeys,AM,Do I Wanna Know?,11/30/17 1:21
Arctic Monkeys,AM,Snap Out of It,11/30/17 1:17
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),Fluorescent Adolescent,11/30/17 1:14
Arctic Monkeys,AM,Knee Socks,11/30/17 1:10
Franz Ferdinand,Franz Ferdinand,Take Me Out,11/30/17 1:06
The Neighbourhood,Hard - EP,24/7,11/30/17 1:02
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),505,11/30/17 0:58
Arctic Monkeys,AM,Arabella,11/30/17 0:55
Tame Impala,Currents,The Less I Know the Better,11/30/17 0:51
Arctic Monkeys,AM,R U Mine?,11/30/17 0:48
Foster the People,Sit Next to Me,Sit Next to Me,11/30/17 0:44
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),505,11/27/17 20:50
Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,11/27/17 20:48
Arctic Monkeys,AM,Arabella,11/27/17 20:44
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),Fluorescent Adolescent,11/27/17 20:41
Arctic Monkeys,AM,Do I Wanna Know?,11/27/17 20:37
Arctic Monkeys,AM,R U Mine?,11/27/17 20:32
Arctic Monkeys,AM,Knee Socks,11/27/17 20:27
Tame Impala,Currents,The Less I Know the Better,11/27/17 20:24
Two Door Cinema Club,Gameshow (Deluxe Edition),Lavender,11/27/17 20:20
Arctic Monkeys,AM,Snap Out of It,11/27/17 20:16
The Black Keys,Brothers,Tighten Up,11/27/17 20:13
The Neighbourhood,Hard - EP,24/7,11/27/17 20:09
Arctic Monkeys,AM,Do I Wanna Know?,11/21/17 20:50
The Neighbourhood,Hard - EP,24/7,11/21/17 20:46
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),505,11/21/17 20:41
Arctic Monkeys,AM,Arabella,11/21/17 20:38
Foster the People,Sit Next to Me,Sit Next to Me,11/21/17 20:34
Two Door Cinema Club,Gameshow (Deluxe Edition),Lavender,11/21/17 20:30
Lany,I Loved You.,4EVER!,11/21/17 5:20
Lany,Spotify Singles,Sign Of The Times - Spotify Studios NYC,11/21/17 5:15
Lany,LANY,It Was Love,11/21/17 5:11
Lany,LANY,Good Girls,11/21/17 5:07
Lany,LANY,13,11/21/17 5:03
Lany,LANY,Hericane,11/21/17 4:57
Lany,LANY,Super Far,11/21/17 4:54
Lany,LANY,Pancakes,11/21/17 4:50
Lany,I Loved You.,Someone Else,11/21/17 4:46
Lany,LANY,The Breakup,11/21/17 4:42
Lany,kinda,yea babe no way,11/21/17 4:38
Lany,I Loved You.,Youarefire,11/21/17 4:35
Lany,LANY,Flowers on the Floor,11/21/17 4:31
Lany,kinda,pink skies,11/21/17 4:27
Lany,kinda,like you lots,11/21/17 4:24
Lany,Make Out,ILYSB - STRIPPED,11/21/17 4:20
Lany,WHERE THE HELL ARE MY FRIENDS,Where The Hell Are My Friends,11/21/17 4:16
Lany,LANY,So Soo Pretty,11/21/17 4:15
Lany,Make Out,Made in Hollywood,11/21/17 4:11
Lany,kinda,current location,11/21/17 4:08
Lany,LANY,Overtime,11/21/17 4:04
Lany,kinda,quit,11/21/17 4:01
Lany,LANY,Purple Teeth,11/21/17 3:57
Lany,LANY,Parents,11/21/17 3:56
Lany,LANY,Hurts,11/21/17 3:52
Lany,Make Out,Bad Bad Bad,11/21/17 3:49
Lany,LANY,Tampa,11/21/17 3:45
Lany,I Loved You.,I Don't Care,11/21/17 3:41
Lany,LANY,ILYSB,11/21/17 3:38
Lany,LANY,Dumb Stuff,11/21/17 3:35
Lany,Make Out,Walk Away,11/21/17 3:31
xfruge,Clear Skies,Clear Skies,11/21/17 3:30
GROLoK Panicrum,Vibing with Ma Biche,Vibing with Ma Biche,11/21/17 3:28
mt. marcy,Sorry,Pink,11/21/17 3:27
elijah who,Gentle Boy,my new love,11/21/17 3:25
quickly quickly,Quickly Quickly Vol. 1,Hushed,11/21/17 3:23
fushou.,Chillhop Raw Cuts 2,BornAgain,11/21/17 3:21
Keem The Cipher,(Cosmos EP.),Bonds.,11/21/17 3:19
Bmbu,hiatUs,Verisimilitude,11/21/17 3:16
Dream Easy Collective,Palettes,Sundaze,11/21/17 3:14
Wush,For Her,Roses,11/21/17 3:13
bluntone,Joyful Journey,New Dawn,11/21/17 3:10
twit one,Keats 08: Treegonometry,zesel,11/21/17 3:09
bluntone,lost & found,magic sunday,11/21/17 3:06
Joey Pecoraro,Tired Boy,Finding Parking,11/21/17 3:03
otesla,Basement Joints,rocking it,11/21/17 3:00
FloFilz,BPBEATS01,Reissleine,11/21/17 2:58
ØDYSSEE,Mezzanine,THOSE THINGS,11/21/17 2:55
walterwarm,Smoke Signals,Mountain Top,11/21/17 2:54
Don Philippe,Red Flower,Reerfowld,11/21/17 2:53
TIDES.,oldsoul.,villanova,11/21/17 2:51
jazzinuf,The Harlem Barber Swing,Knee Socks,11/21/17 2:48
Simon Jefferis,Brixton Strut,Brixton Strut,11/21/17 2:44
bluntone,Tales of 16 Pads,Sunny Side Up,11/21/17 2:43
TIDES.,hoodie season [side a],tuscano,11/21/17 2:41
nohidea,osho,haiku,11/21/17 2:39
bluntone,Joyful Journey,Pueblo,11/21/17 2:38
Halberd,summer nights.,summer nights.,11/21/17 2:36
Pawcut,Duplex,Diagonal Cut,11/21/17 2:35
Kazumi Kaneda,Hard Light,Ink Ribbon,11/21/17 2:32
BROCKBEATS,Lunch time sleeps,tremolo,11/21/17 2:29
Jinsang,confessions,flow on,11/21/17 2:25
Guru Griff,radio.wavs//volume.1,SPSP,11/21/17 2:23
Saib,Dreamland,Between Dreams,11/21/17 2:21
Bassti,Chillhop Raw Cuts 2,Warm but Cold,11/21/17 2:19
jazzinuf,The Harlem Barber Swing,Espresso,11/21/17 2:18
snaer.,Leaves,Macadamia,11/21/17 2:16
Flughand,EXPEDITion Vol. 7: Moonloops,Feblu,11/21/17 2:15
Doctor Do,KEATS 06: Beats to sport Umbrellas,The World is small,11/21/17 2:13
potsu,fall apart,fall apart,11/21/17 2:10
Bassti,Expedition Vol. 18 - Girl,Der Dritte,11/21/17 2:09
Sweeps,tomorrow,sunday blunts,11/21/17 2:06
Ahwlee,Cry Baby,Cry Baby,11/21/17 2:03
tusken.,Chillhop Essentials Fall 2017,Mr.Toast,11/21/17 2:01
tympanik.,BLESS Vol. 1,bridges burned,11/21/17 1:59
The Deli,Encounters,JazzChains,11/21/17 1:57
Wun Two,ships,Garrya,11/21/17 1:55
Pabzzz,Pabzzz,Delight,11/21/17 1:52
J'San,rest & be thankful,rest & be thankful,11/21/17 1:50
Philanthrope,Todai moto kurashi,Halftime,11/21/17 1:48
sleepdealer,homesick,trippin,11/21/17 1:46
Enjo,EnjoyLife,keep on,11/21/17 1:45
allem iversom,Without You,Blue,11/21/17 1:44
Kazam,0.1,cocktail on the seaside,11/21/17 1:42
Made in M,Nest,Manana,11/21/17 1:41
Hanzo,radio.wavs//volume.4,gt+cb,11/21/17 1:40
jazzinuf,The Harlem Barber Swing,Vibe Out,11/21/17 1:38
Mittens (卿ミトン,radio.wavs//volume.1,Warmth,11/21/17 1:37
expand or expire.,expand or expire. [vol. 4],sexaphone,11/21/17 1:35
Ian Ewing,Boosh Vol. 1,Untitled 6-24,11/21/17 1:33
GurtyBeats,One Day at a Time,Spilled Beans,11/21/17 1:30
aXian,Natural Loops,Stay Legit,11/21/17 1:28
ØDYSSEE,Mezzanine,MILANO,11/21/17 1:26
STRAANGE,No Confusion,..Prowess..,11/21/17 1:25
slowy,Dialog (Instrumentals),Showdown - Instrumental,11/21/17 1:22
Don Philippe,Red Flower,Ferroweld,11/21/17 1:20
YG,You Broke,You Broke,11/21/17 1:19
Cardi B,Bodak Yellow,Bodak Yellow,11/21/17 1:16
Mac Dre,Ronald Dregan For President 2004: Dreganomics,Fellin' Myself,11/21/17 1:12
Priceless Da ROC,Yiken (Certified) - Single,Yiken (Certified),11/21/17 1:09
NEF The Pharaoh,Nef the Pharaoh,Big Tymin,11/21/17 1:05
Dmac,Panoramic - EP,Panoramic (feat. Sage The Gemini Show Banga),11/21/17 1:03
The Neighbourhood,Wiped Out!,Baby Came Home 2 / Valentines,11/21/17 0:58
The Neighbourhood,Wiped Out!,The Beach,11/21/17 0:54
The Neighbourhood,I Love You.,Flawless,11/21/17 0:49
The Neighbourhood,Wiped Out!,Cry Baby,11/21/17 0:46
The Neighbourhood,I Love You.,Float,11/21/17 0:41
The Neighbourhood,The Beach,The Beach,11/21/17 0:37
The Neighbourhood,Wiped Out!,The Beach,11/21/17 0:33
The Neighbourhood,Wiped Out!,A Moment of Silence,11/21/17 0:32
The Neighbourhood,I Love You.,Sweater Weather,11/21/17 0:28
Two Door Cinema Club,Gameshow (Deluxe Edition),Bad Decisions,11/17/17 20:30
TM Juke,Renommee Recommends...,Marbles & Drains,11/16/17 20:40
Mode,Shadows,Dual Locality,11/16/17 20:35
Emancipator,safe in the steep cliffs,Greenland,11/16/17 20:32
Boards of Canada,Warp20 (Chosen),Roygbiv [Chosen by fans on Warp20.net],11/16/17 20:30
J-Walk,A Night On The Rocks,French Letter,11/16/17 20:25
Bonobo,Black Sands,Kiara,11/16/17 20:21
Wax Tailor,Tales of the Forgotten Melodies,Ungodly Fruit,11/16/17 20:18
Wax Tailor,Tales of the Forgotten Melodies,Que Sera,11/16/17 20:16
DJ Cam,Underground Vibes,Mad Blunted Jazz,11/16/17 20:11
Daft Punk,Discovery,Veridis Quo,11/16/17 20:05
BoomBox,Visions of Backbeat,Midnight on the Run,11/16/17 20:00
BoomBox,Visions of Backbeat,Midnight on the Run,11/16/17 19:55
Orsten,Cutworks,Fleur Blanche,11/16/17 19:51
The Lushlife Project,Budapest Eskimos,Wurlitzer,11/16/17 19:45
Bonobo,Flashlight,Flashlight,11/16/17 19:39
Pretty Lights,Taking Up Your Precious Time,Finally Moving,11/16/17 19:34
J-Walk,A Night On The Rocks,Soul Vibration,11/16/17 19:31
Inf,The Go Round,Day Dreaming,11/16/17 19:28
Ancient Astronauts,We Are To Answer,I Came Running,11/16/17 19:24
Little People,Mickey Mouse Operation,Start Shootin',11/16/17 19:21
Cashmere Cat,Mirror Maru EP,Mirror Maru,11/16/17 19:17
Nightmares on Wax,Thought So…,Da Feelin,11/16/17 19:12
RJD2,Deadringer: Deluxe,Ghostwriter,11/16/17 19:07
Bonobo,The North Borders,Cirrus,11/16/17 19:01
Emancipator,Dusk to dawn,Dusk To Dawn,11/16/17 18:55
Kodomo,Still Life,Concept 1,11/16/17 18:50
Tycho,Awake,Awake,11/16/17 18:46
The Strokes,Angles,Taken for a Fool,11/15/17 22:46
The Strokes,First Impressions of Earth,Juicebox,11/15/17 22:36
The Strokes,Angles,Call Me Back,11/15/17 22:33
The Strokes,Future Present Past,Drag Queen,11/15/17 22:28
The Strokes,Comedown Machine,80's Comedown Machine,11/15/17 22:23
The Strokes,Is This It,Last Nite,11/15/17 22:20
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Mardy Bum,11/15/17 22:17
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,11/15/17 22:13
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good on the Dancefloor,11/15/17 22:11
The Kooks,Inside In / Inside Out,Naive,11/15/17 22:07
Arctic Monkeys,AM,Knee Socks,11/15/17 22:03
Arctic Monkeys,AM,Arabella,11/15/17 21:59
Arctic Monkeys,AM,Snap Out of It,11/15/17 21:56
St. Lucia,Matter,The Winds Of Change,11/14/17 20:12
Great Good Fine OK,2M2H,Something to Believe In (feat. St. Lucia),11/14/17 20:08
St. Lucia,When The Night,Wait for Love,11/14/17 20:04
St. Lucia,St. Lucia,All Eyes on You,11/14/17 19:59
St. Lucia,St. Lucia,All Eyes on You,11/14/17 19:22
St. Lucia,When The Night,Elevate,11/14/17 19:17
Arctic Monkeys,Humbug,Dance Little Liar,11/11/17 16:59
Arctic Monkeys,Favourite Worst Nightmare,Fluorescent Adolescent,11/11/17 16:56
Arctic Monkeys,AM,Snap Out of It,11/11/17 16:53
Arctic Monkeys,Favourite Worst Nightmare,Brianstorm,11/11/17 16:50
Arctic Monkeys,AM,Do I Wanna Know?,11/11/17 16:45
The Kooks,Inside In / Inside Out,Naive,11/9/17 0:36
Kings of Leon,Only by the Night,Sex on Fire,11/9/17 0:33
The Black Keys,El Camino,Lonely Boy,11/9/17 0:29
Arctic Monkeys,AM,Do I Wanna Know?,11/9/17 0:25
The Strokes,Room on Fire,Reptilia,11/9/17 0:21
Franz Ferdinand,Franz Ferdinand,Take Me Out,11/9/17 0:17
Arctic Monkeys,AM,R U Mine?,11/9/17 0:12
Arctic Monkeys,AM,R U Mine?,11/9/17 0:08
Cage the Elephant,Melophobia,Cigarette Daydreams,11/9/17 0:05
The Strokes,Room on Fire,What Ever Happened?,11/9/17 0:02
The Strokes,Future Present Past,Threat Of Joy,11/8/17 23:57
The Strokes,Future Present Past,Oblivius,11/8/17 23:52
The Strokes,Future Present Past,OBLIVIUS - Moretti Remix,11/8/17 23:47
The Strokes,Future Present Past,Drag Queen,11/8/17 23:42
nohidea,Blank Space,Radiant,11/8/17 22:28
fushou.,desert gardens.,rain.dance.,11/8/17 22:25
mndbd,LA FAMILIA PT. 1,Ice,11/8/17 22:23
TIDES.,oldsoul.,villanova,11/8/17 22:21
Saib,Buena Vista,Sakura Trees,11/8/17 22:20
Smog,the end of silence EP,maplean,11/8/17 22:18
jazzinuf,The Harlem Barber Swing,Vibe Out,11/8/17 22:16
FANTOMPOWER,longing,Reminesce,11/8/17 22:15
TIDES.,oldsoul.,lanta,11/8/17 22:13
J'San,rest & be thankful,rest & be thankful,11/8/17 22:11
leaf beach,postcards,night.moves,11/8/17 22:09
mt. marcy,Sorry,Pink,11/8/17 22:08
ØDYSSEE,Mezzanine,MILANO,11/8/17 22:06
The Deli,Encounters,JazzChains,11/8/17 22:03
Devaloop,Chillhop Essentials Fall 2017,Rooftop Terrace,11/8/17 22:01
oofoe,double oo tape,flamingo (2nd take),11/8/17 21:59
oatmello,Memory,coco,11/8/17 21:58
wuf,Days / Winterwarm,bacon,11/8/17 21:56
